timestamp;lightsource;activity;activity_desc
4-6-2025 20:00;I;3;
4-6-2025 21:00;I;7;
4-6-2025 22:00;I+S;3;
4-6-2025 23:00;L;2;
5-6-2025 0:00;D;1;
5-6-2025 1:00;D;1;
5-6-2025 2:00;D;1;
5-6-2025 3:00;D;1;
5-6-2025 4:00;D;1;
5-6-2025 5:00;D;1;
5-6-2025 6:00;D;1;
5-6-2025 7:00;D;1;
5-6-2025 8:00;I;2;
5-6-2025 9:00;I;2;
5-6-2025 10:00;I;2;
5-6-2025 11:00;I;2;
5-6-2025 12:00;O;4;
5-6-2025 13:00;I+L;8;lunch indoors
5-6-2025 14:00;L;5;
5-6-2025 15:00;L;5;
5-6-2025 16:00;L;5;
5-6-2025 17:00;L;5;
5-6-2025 18:00;O;4;
5-6-2025 19:00;L;2;
5-6-2025 20:00;L+E;2;
5-6-2025 21:00;L+E;2;
5-6-2025 22:00;L+E;2;
5-6-2025 23:00;D;1;
6-6-2025 0:00;D;1;
6-6-2025 1:00;D;1;
6-6-2025 2:00;D;1;
6-6-2025 3:00;D;1;
6-6-2025 4:00;D;1;
6-6-2025 5:00;I;2;
6-6-2025 6:00;I;3;
6-6-2025 7:00;O;6;
6-6-2025 8:00;O;6;
6-6-2025 9:00;O;6;
6-6-2025 10:00;O;6;
6-6-2025 11:00;O;6;
6-6-2025 12:00;O;6;
6-6-2025 13:00;O;6;
6-6-2025 14:00;O;6;
6-6-2025 15:00;O;6;
6-6-2025 16:00;O;6;
6-6-2025 17:00;O;6;
6-6-2025 18:00;O;6;
6-6-2025 19:00;I;3;
6-6-2025 20:00;I;2;
6-6-2025 21:00;I;2;
6-6-2025 22:00;L;2;
6-6-2025 23:00;L;2;
7-6-2025 0:00;D;1;
7-6-2025 1:00;D;1;
7-6-2025 2:00;D;1;
7-6-2025 3:00;D;1;
7-6-2025 4:00;D;1;
7-6-2025 5:00;D;1;
7-6-2025 6:00;D;1;
7-6-2025 7:00;D;1;
7-6-2025 8:00;D;1;
7-6-2025 9:00;I+E;2;
7-6-2025 10:00;I+E;2;
7-6-2025 11:00;I+E;2;
7-6-2025 12:00;I+E;2;
7-6-2025 13:00;I+E;2;
7-6-2025 14:00;I+E;2;
7-6-2025 15:00;I+E;2;
7-6-2025 16:00;I+E;2;
7-6-2025 17:00;I+E;2;
7-6-2025 18:00;I+E;2;
7-6-2025 19:00;O;4;
7-6-2025 20:00;L;8;restaurant
7-6-2025 21:00;O;4;
7-6-2025 22:00;E;2;
7-6-2025 23:00;E;2;
8-6-2025 0:00;D;1;
8-6-2025 1:00;D;1;
8-6-2025 2:00;D;1;
8-6-2025 3:00;D;1;
8-6-2025 4:00;D;1;
8-6-2025 5:00;D;1;
8-6-2025 6:00;D;1;
8-6-2025 7:00;D;1;
8-6-2025 8:00;D;1;
8-6-2025 9:00;D;1;
8-6-2025 10:00;E+I;2;
8-6-2025 11:00;E+I;2;
8-6-2025 12:00;E+I;2;
8-6-2025 13:00;E+I;2;
8-6-2025 14:00;E+I;2;
8-6-2025 15:00;E+I;2;
8-6-2025 16:00;E+I;2;
8-6-2025 17:00;I+E;2;
8-6-2025 18:00;I+E;2;
8-6-2025 19:00;O;4;
8-6-2025 20:00;I+E;2;
8-6-2025 21:00;E;2;
8-6-2025 22:00;E;2;
8-6-2025 23:00;E;2;
9-6-2025 0:00;D;1;
9-6-2025 1:00;D;1;
9-6-2025 2:00;D;1;
9-6-2025 3:00;D;1;
9-6-2025 4:00;D;1;
9-6-2025 5:00;D;1;
9-6-2025 6:00;D;1;
9-6-2025 7:00;D;1;
9-6-2025 8:00;I;2;
9-6-2025 9:00;L;8;sport indoors
9-6-2025 10:00;L;8;sport indoors
9-6-2025 11:00;O;4;
9-6-2025 12:00;O;4;
9-6-2025 13:00;L;8;lunch indoors
9-6-2025 14:00;I;2;
9-6-2025 15:00;I;2;
9-6-2025 16:00;I;2;
9-6-2025 17:00;I;2;
9-6-2025 18:00;I;2;
9-6-2025 19:00;I;2;
9-6-2025 20:00;L+I;2;
9-6-2025 21:00;O;8;sport outdoors
9-6-2025 22:00;L+E;2;
9-6-2025 23:00;L+E;2;
