timestamp;lightsource;activity;activity_desc
2-10-2025 2:00;d;1;
2-10-2025 3:00;d;1;
2-10-2025 4:00;d;1;
2-10-2025 5:00;d;1;
2-10-2025 6:00;d;1;
2-10-2025 7:00;d+l;1;
2-10-2025 8:00;l;2;
2-10-2025 9:00;o+l;4;also 5
2-10-2025 10:00;l;5;
2-10-2025 11:00;l;5;
2-10-2025 12:00;l;5;
2-10-2025 13:00;l;5;
2-10-2025 14:00;l;5;
2-10-2025 15:00;l;5;
2-10-2025 16:00;l;5;
2-10-2025 17:00;o;4;
2-10-2025 18:00;l;2;
2-10-2025 19:00;l;8;swimming pool
2-10-2025 20:00;l;8;swimming pool
2-10-2025 21:00;l;8;swimming pool
2-10-2025 22:00;l;8;swimming pool
2-10-2025 23:00;l;8;swimming pool
3-10-2025 0:00;l;8;swimming pool
3-10-2025 1:00;s;8;swimming pool
3-10-2025 2:00;d;1;
3-10-2025 3:00;d;1;
3-10-2025 4:00;d;1;
3-10-2025 5:00;d;1;
3-10-2025 6:00;d;1;
3-10-2025 7:00;i;2;
3-10-2025 8:00;i;2;
3-10-2025 9:00;l;5;
3-10-2025 10:00;l;4;also 5
3-10-2025 11:00;l;5;
3-10-2025 12:00;l;5;
3-10-2025 13:00;l;5;
3-10-2025 14:00;l;5;
3-10-2025 15:00;l+i;5;
3-10-2025 16:00;l+i;5;
3-10-2025 17:00;l+o;5;also 4
3-10-2025 18:00;l;2;
3-10-2025 19:00;l;2;
3-10-2025 20:00;l;2;
3-10-2025 21:00;d;1;
3-10-2025 22:00;d;1;
3-10-2025 23:00;d;1;
4-10-2025 0:00;d;1;
4-10-2025 1:00;d;1;
4-10-2025 2:00;d;1;
4-10-2025 3:00;d;1;
4-10-2025 4:00;d;1;
4-10-2025 5:00;d;1;
4-10-2025 6:00;d;1;
4-10-2025 7:00;d;1;
4-10-2025 8:00;d;1;
4-10-2025 9:00;l+i;2;
4-10-2025 10:00;l+i;2;
4-10-2025 11:00;l+i;2;
4-10-2025 12:00;l+o;3;
4-10-2025 13:00;l;2;
4-10-2025 14:00;l;2;
4-10-2025 15:00;l;2;
4-10-2025 16:00;l+o;3;
4-10-2025 17:00;o+l;7;also 2
4-10-2025 18:00;l+i;2;
4-10-2025 19:00;l;2;
4-10-2025 20:00;l;2;
4-10-2025 21:00;l;5;
4-10-2025 22:00;l;5;
4-10-2025 23:00;l;5;also 1
5-10-2025 0:00;d;1;
5-10-2025 1:00;d;1;
5-10-2025 2:00;d;1;
5-10-2025 3:00;d;1;
5-10-2025 4:00;d;1;
5-10-2025 5:00;d;1;
5-10-2025 6:00;d;1;
5-10-2025 7:00;d;1;
5-10-2025 8:00;d;1;
5-10-2025 9:00;d+w;1;
5-10-2025 10:00;l+i;2;
5-10-2025 11:00;l+i;5;
5-10-2025 12:00;l+i;5;
5-10-2025 13:00;l+i;2;
5-10-2025 14:00;l+i;2;
5-10-2025 15:00;o;7;
5-10-2025 16:00;o;7;
5-10-2025 17:00;l+i;2;
5-10-2025 18:00;l+i;2;
5-10-2025 19:00;l+e;2;
5-10-2025 20:00;l+e;5;
5-10-2025 21:00;l+e;5;
5-10-2025 22:00;l+e;2;
5-10-2025 23:00;d;1;
6-10-2025 0:00;d;1;
6-10-2025 1:00;d;1;
6-10-2025 2:00;d;1;
6-10-2025 3:00;d;1;
6-10-2025 4:00;d;1;
6-10-2025 5:00;d;1;
6-10-2025 6:00;d;1;
6-10-2025 7:00;d+l;1;also 2
6-10-2025 8:00;l;2;
6-10-2025 9:00;o+l;4;also 5
6-10-2025 10:00;l;5;
6-10-2025 11:00;l;5;
6-10-2025 12:00;o;5;
6-10-2025 13:00;l;5;
6-10-2025 14:00;o+i;4;also 5
6-10-2025 15:00;i;5;
6-10-2025 16:00;i+l;5;
6-10-2025 17:00;i+l;5;
6-10-2025 18:00;l;2;
6-10-2025 19:00;l;2;
6-10-2025 20:00;l;2;
6-10-2025 21:00;l;2;
6-10-2025 22:00;l;2;
6-10-2025 23:00;d;1;
