timestamp;lightsource;activity;activity_desc
02/03/2025 06:00;D;1;
02/03/2025 07:00;D;1;
02/03/2025 08:00;D;1;
02/03/2025 09:00;D;1;
02/03/2025 10:00;I;2;
02/03/2025 11:00;I;2;
02/03/2025 12:00;I;2;
02/03/2025 13:00;I+E;2;
02/03/2025 14:00;I+E;2;
02/03/2025 15:00;I+E;2;
02/03/2025 16:00;I;2;
02/03/2025 17:00;E;2;
02/03/2025 18:00;E;2;
02/03/2025 19:00;E;2;
02/03/2025 20:00;E+L;2;
02/03/2025 21:00;E+L;2;
02/03/2025 22:00;L;2;
02/03/2025 23:00;D;1;
03/03/2025 00:00;;;
03/03/2025 01:00;;;
03/03/2025 02:00;;;
03/03/2025 03:00;;;
03/03/2025 04:00;;;
03/03/2025 05:00;;;
03/03/2025 06:00;;;
03/03/2025 07:00;;;
03/03/2025 08:00;;;
03/03/2025 09:00;;;
03/03/2025 10:00;;;
03/03/2025 11:00;;;
03/03/2025 12:00;;;
03/03/2025 13:00;;;
03/03/2025 14:00;;;
03/03/2025 15:00;;;
03/03/2025 16:00;;;
03/03/2025 17:00;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
