timestamp;lightsource;activity;activity_desc
17-5-2025 18:00;I;2;
17-5-2025 19:00;I+E;5;
17-5-2025 20:00;I+E;5;
17-5-2025 21:00;E;8;Eurovision song festival
17-5-2025 22:00;E;8;Eurovision song festival
17-5-2025 23:00;E;8;Eurovision song festival
18-5-2025 0:00;E;8;Eurovision song festival
18-5-2025 1:00;E+D;8;also 1
18-5-2025 2:00;D;1;
18-5-2025 3:00;D;1;
18-5-2025 4:00;D;1;
18-5-2025 5:00;D;1;
18-5-2025 6:00;I;1;
18-5-2025 7:00;I;2;
18-5-2025 8:00;I;2;
18-5-2025 9:00;I;2;
18-5-2025 10:00;I;2;
18-5-2025 11:00;I;2;
18-5-2025 12:00;O;8;sport outdoors
18-5-2025 13:00;L;8;shower
18-5-2025 14:00;I+E;5;
18-5-2025 15:00;I+E;2;
18-5-2025 16:00;I+E;2;
18-5-2025 17:00;I;2;
18-5-2025 18:00;I;2;
18-5-2025 19:00;I;2;
18-5-2025 20:00;I+E;2;
18-5-2025 21:00;I+E;2;
18-5-2025 22:00;D;1;
18-5-2025 23:00;D;1;
19-5-2025 0:00;D;1;
19-5-2025 1:00;D;1;
19-5-2025 2:00;D;1;
19-5-2025 3:00;D;1;
19-5-2025 4:00;D;1;
19-5-2025 5:00;D;1;
19-5-2025 6:00;I;1;
19-5-2025 7:00;I;2;
19-5-2025 8:00;I+E+L;3;also 5
19-5-2025 9:00;I+E+L;5;
19-5-2025 10:00;I+E+L;5;
19-5-2025 11:00;I+E+L;5;also 3
19-5-2025 12:00;;;
19-5-2025 13:00;;;
19-5-2025 14:00;;;
19-5-2025 15:00;;;
19-5-2025 16:00;;;
19-5-2025 17:00;;;
19-5-2025 18:00;;;
19-5-2025 19:00;;;
19-5-2025 20:00;;;
19-5-2025 21:00;;;
19-5-2025 22:00;;;
19-5-2025 23:00;;;
