timestamp;lightsource;activity;activity_desc
27-3-2025 6:00;D;1;
27-3-2025 7:00;I;2;
27-3-2025 8:00;I;2;
27-3-2025 9:00;L+E;5;
27-3-2025 10:00;L+E;5;
27-3-2025 11:00;I+O;5;
27-3-2025 12:00;I+O;5;
27-3-2025 13:00;I+O;5;
27-3-2025 14:00;I+L;5;
27-3-2025 15:00;I+L;5;
27-3-2025 16:00;E+O;8;sport indoors, also 4
27-3-2025 17:00;L;8;sport indoors
27-3-2025 18:00;O+L;4;also 2
27-3-2025 19:00;L;2;
27-3-2025 20:00;L;2;also 4
27-3-2025 21:00;L;2;
27-3-2025 22:00;L;2;
27-3-2025 23:00;L;2;
28-3-2025 0:00;D;1;
28-3-2025 1:00;D;1;
28-3-2025 2:00;D;1;
28-3-2025 3:00;D;1;
28-3-2025 4:00;D;1;
28-3-2025 5:00;D;1;
28-3-2025 6:00;D;1;
28-3-2025 7:00;D;1;
28-3-2025 8:00;D;1;
28-3-2025 9:00;I;2;
28-3-2025 10:00;O;4;
28-3-2025 11:00;I+O;8;restaurant
28-3-2025 12:00;I+O;8;restaurant
28-3-2025 13:00;L;8;store
28-3-2025 14:00;L;8;store
28-3-2025 15:00;O;2;
28-3-2025 16:00;L;5;
28-3-2025 17:00;L;5;
28-3-2025 18:00;L;5;
28-3-2025 19:00;L;2;
28-3-2025 20:00;L;2;
28-3-2025 21:00;L;2;
28-3-2025 22:00;L+E;2;
28-3-2025 23:00;L+E;2;
29-3-2025 0:00;D;1;
29-3-2025 1:00;D;1;
29-3-2025 2:00;D;1;
29-3-2025 3:00;D;1;
29-3-2025 4:00;D;1;
29-3-2025 5:00;D;1;
29-3-2025 6:00;D;1;
29-3-2025 7:00;D;1;
29-3-2025 8:00;I;2;
29-3-2025 9:00;L+I;5;
29-3-2025 10:00;L+I;5;
29-3-2025 11:00;L+I;5;
29-3-2025 12:00;L+I;5;
29-3-2025 13:00;L+I;5;
29-3-2025 14:00;L+I;5;
29-3-2025 15:00;O;6;
29-3-2025 16:00;L+I;5;
29-3-2025 17:00;L+I;5;
29-3-2025 18:00;L+I;5;
29-3-2025 19:00;L;2;
29-3-2025 20:00;L;2;
29-3-2025 21:00;L+E;2;
29-3-2025 22:00;L+E;2;
29-3-2025 23:00;D;1;
30-3-2025 0:00;D;1;
30-3-2025 1:00;D;1;
30-3-2025 2:00;D;1;
30-3-2025 3:00;D;1;
30-3-2025 4:00;D;1;
30-3-2025 5:00;D;1;
30-3-2025 6:00;D;1;
30-3-2025 7:00;D;1;
30-3-2025 8:00;I;2;
30-3-2025 9:00;L+I;5;
30-3-2025 10:00;L+I;5;
30-3-2025 11:00;L+I;5;
30-3-2025 12:00;L+I;5;
30-3-2025 13:00;L+I;5;
30-3-2025 14:00;L+I;5;
30-3-2025 15:00;L+I;5;
30-3-2025 16:00;L+I;5;
30-3-2025 17:00;L+I;5;
30-3-2025 18:00;L;2;
30-3-2025 19:00;L;2;
30-3-2025 20:00;L+E;2;
30-3-2025 21:00;L+E;2;
30-3-2025 22:00;L+E;2;
30-3-2025 23:00;D;1;
31-3-2025 0:00;;;
31-3-2025 1:00;;;
31-3-2025 2:00;;;
31-3-2025 3:00;;;
31-3-2025 4:00;;;
31-3-2025 5:00;;;
31-3-2025 6:00;;;
31-3-2025 7:00;;;
31-3-2025 8:00;;;
31-3-2025 9:00;;;
31-3-2025 10:00;;;
31-3-2025 11:00;;;
31-3-2025 12:00;;;
31-3-2025 13:00;;;
31-3-2025 14:00;;;
31-3-2025 15:00;;;
31-3-2025 16:00;;;
31-3-2025 17:00;;;
31-3-2025 18:00;;;
31-3-2025 19:00;;;
31-3-2025 20:00;;;
31-3-2025 21:00;;;
31-3-2025 22:00;;;
31-3-2025 23:00;;;
